t,connectedPlugins,allowedPlugins,uptimeMs,framerate,MouthOpen,FaceAngleX,FaceAngleY,EyeOpenLeft,EyeLeftX,error
12.0780,2,1,8520526,59,0.0845044,3.645,-13.7783,0.408734,-0.125631,
12.3590,2,1,8520526,59,0.133987,3.37654,-13.8515,0.359852,-0.134138,
12.6410,2,1,8521676,59,0.112357,2.91289,-13.6655,0.374189,-0.112398,
12.9380,2,1,8521676,59,0.112991,2.46497,-13.7084,0.386319,-0.115908,
13.2190,2,1,8521676,59,0.0997223,2.36124,-13.8709,0.415875,-0.110112,
13.5000,2,1,8521676,59,0.0936862,2.27782,-13.8254,0.417256,-0.113787,
13.7970,2,1,8522826,59,0.105487,2.24576,-13.7492,0.454918,-0.125703,
14.0940,2,1,8522826,59,0.126651,2.28401,-13.6927,0.493561,-0.139166,
14.3750,2,1,8522826,59,0.114566,2.15145,-13.4412,0.263786,-0.120703,
14.6560,2,1,8522826,59,0.109285,2.06399,-13.3241,0.396355,-0.0991583,
14.9380,2,1,8523976,59,0.0992179,2.25011,-13.5474,0.448742,-0.118169,
15.2340,2,1,8523976,59,0.120093,2.14007,-13.8274,0.460433,-0.141867,
15.5160,2,1,8523976,59,0.113508,2.08086,-13.8265,0.475758,-0.134758,
15.8130,2,1,8523976,59,0.124446,1.95044,-13.8544,0.41785,-0.149116,
16.0940,2,1,8525127,59,0.219192,0.910659,-11.5705,0.713709,-0.0197046,
16.3910,2,1,8525127,59,0.250936,-0.426055,-10.2328,0.882839,0.00997783,
16.6720,2,1,8525127,59,0.245602,-0.592944,-9.67207,0.921988,-0.00926231,
16.9530,2,1,8525127,59,0.251927,-0.475571,-9.7855,0.923458,-0.0173978,
17.2340,2,1,8526277,59,0.249749,-0.420289,-9.98085,0.889408,0.0596838,
17.5470,2,1,8526277,59,0.235663,-0.329038,-10.2039,0.911062,0.0401186,
17.8130,2,1,8526277,59,0.223244,-0.432221,-10.1018,0.925587,-0.0191146,
18.0940,2,1,8526277,59,0.2241,-0.302099,-10.2203,0.926121,-0.0291782,
18.3750,2,1,8527412,59,0.213579,-0.181903,-10.5244,0.930705,-0.00390778,
18.6720,2,1,8527412,59,0.223934,-0.0592271,-11.1265,0.932527,-0.00815501,
18.9530,2,1,8527412,59,0.220954,0.0789303,-11.3195,0.943101,-0.00781789,
19.2340,2,1,8527412,59,0.209185,0.0580956,-11.4621,0.953309,-0.0360458,
19.5310,2,1,8528560,59,0.241706,-0.0177885,-11.1246,0.948701,-0.0307786,
19.8280,2,1,8528560,59,0.200796,0.0495895,-11.1407,0.951737,-0.0310661,
20.1090,2,1,8528560,59,0.213845,-0.156783,-10.6955,0.254121,-0.0621869,
20.3910,2,1,8528560,59,0.195296,0.0451664,-10.5692,0.710571,-0.0927768,
20.6720,2,1,8529712,59,0.200932,0.0503737,-11.1313,0.920971,-0.0256051,
20.9690,2,1,8529712,59,0.238894,0.076172,-11.1223,0.933594,0.00348372,
21.2660,2,1,8529712,59,0.243639,-0.0478403,-11.3108,0.941745,-0.0523469,
21.5470,2,1,8529712,59,0.242013,-0.305659,-10.8997,0.938227,-0.0889132,
21.8280,2,1,8530861,58,0.256342,-0.607382,-10.6676,0.940547,-0.0941968,
22.1250,2,1,8530861,58,0.233772,-0.704529,-10.7693,0.953231,-0.112389,
22.4060,2,1,8530861,58,0.21712,-0.734112,-11.0068,0.959422,-0.131301,
22.6880,2,1,8530861,58,0.29785,-0.810924,-11.1347,0.956704,-0.146929,
22.9690,2,1,8532012,58,0.252145,-0.924182,-10.8538,0.966671,-0.146127,
23.2810,2,1,8532012,58,0.226601,-1.03277,-10.6643,0.941557,-0.0351877,
23.5630,2,1,8532012,58,0.215988,-0.830874,-10.4854,0.93399,0.0252458,
23.8440,2,1,8532012,58,0.212423,-0.830202,-10.6304,0.947616,0.0290618,
24.1250,2,1,8533146,58,0.201444,-0.871584,-10.5903,0.956598,0.0230942,
24.4060,2,1,8533146,58,0.208182,-0.91589,-10.224,0.96082,0.00985921,
24.6880,2,1,8533146,58,0.192493,-0.793834,-10.3242,0.957466,0.0205427,
24.9690,2,1,8533146,58,0.123875,-0.911678,-9.64551,0.14565,-0.041111,
25.2660,2,1,8534295,58,0.1613,-0.923914,-9.93794,0.804986,-0.0189724,
25.5630,2,1,8534295,58,0.168905,-0.888049,-9.96679,0.930569,-0.0383659,
25.8440,2,1,8534295,58,0.19171,-1.04791,-8.7659,0.951438,-0.0402004,
26.1250,2,1,8534295,58,0.16456,-0.786085,-6.7126,0.938565,-0.0318678,
26.4060,2,1,8535445,58,0.268635,-0.767108,-3.87951,0.931057,-0.0311544,
26.7030,2,1,8535445,58,0.0476282,-0.934375,1.47004,0,0.0631971,
27.0000,2,1,8535445,58,0.134681,-2.52593,-0.0844979,0.765812,0.0327372,
27.2810,2,1,8535445,58,0.0732237,-2.24555,-0.358817,0.958608,0.0121334,
27.5630,2,1,8536595,58,0.0403558,-3.33074,-1.87341,0.997542,-0.00103469,
27.8590,2,1,8536595,58,0.0654174,-3.10061,-0.949642,0.990964,-0.0714918,
28.1410,2,1,8536595,58,0.0503877,-2.9633,-1.12225,0.996339,-0.0599728,
28.4220,2,1,8536595,58,0.0115714,-3.50932,-0.976877,1,-0.0885843,
28.7030,2,1,8537748,58,0.00506349,-3.44594,0.337895,0.888215,-0.143298,
29.0160,2,1,8537748,58,0.00900707,2.75712,2.53625,0.818623,-0.0753383,
29.2970,2,1,8537748,58,0.12079,5.90658,4.98431,0.861625,-0.0351224,
29.5780,2,1,8537748,58,0.0615421,7.83296,4.33367,0.81833,-0.00143126,
29.8590,2,1,8538896,58,0.0395861,9.64175,4.353,0.242883,0.0413814,
30.1560,2,1,8538896,58,0.0803251,14.0778,5.91081,0.755958,0.0956533,
30.4380,2,1,8538896,58,0.0387336,15.9381,10.7803,0.427641,0.0180129,
30.7340,2,1,8538896,58,0.0154688,16.192,12.0056,0.773409,-0.0197107,
31.0160,2,1,8540046,58,0.0182282,16.925,11.5008,0.843826,-0.0410584,
31.3130,2,1,8540046,58,0.0223433,5.6444,16.1949,0.588427,0.00799137,
31.5940,2,1,8540046,58,0.0270294,4.05066,14.056,0.873902,-0.0234811,
31.8750,2,1,8540046,58,0.0209126,4.94371,9.54373,0.912914,-0.0391336,
32.1560,2,1,8541196,58,0.0349426,6.15285,7.11267,0.920633,-0.0784793,
32.4530,2,1,8541196,58,0.0387123,7.07483,5.95796,0.804712,-0.106332,
32.7500,2,1,8541196,58,0.0752613,6.16511,5.39665,0.887469,-0.0472484,
33.0310,2,1,8541196,58,0.0523263,5.53959,2.03604,0.883832,0.00214883,
33.3130,2,1,8542347,58,0.0304926,5.68171,0.183783,0.926165,0.0379272,
33.6090,2,1,8542347,58,0.0287845,6.00906,-0.880106,0.938158,0.0585304,
33.8910,2,1,8542347,58,0.0321541,5.72953,-1.61991,0.922697,0.0518824,
34.1720,2,1,8542347,58,0.0400943,5.42974,-1.29993,0.931755,0.00601383,
34.4530,2,1,8543497,58,0.0346537,5.00714,-2.03358,0.935577,-0.0203472,
34.7660,2,1,8543497,58,0.0334864,4.60183,-2.13528,0.918716,-0.0269821,
35.0470,2,1,8543497,58,0.0338661,5.74894,-2.82176,0.913922,-0.0116668,
35.3280,2,1,8543497,58,0.0390692,5.37604,-2.84331,0.910218,-0.054659,
35.6090,2,1,8544647,58,0.0358167,5.37454,-2.31769,0.897176,-0.0990888,
35.9060,2,1,8544647,58,0.0437749,5.11491,-2.33007,0.424154,-0.0663905,
36.1880,2,1,8544647,58,0.0481488,4.51554,-2.52692,0.843684,-0.106675,
36.4840,2,1,8544647,58,0.0362766,5.12387,-2.05402,0.906835,-0.097852,
36.7660,2,1,8545798,58,0.0381979,5.14234,-2.34509,0.905207,-0.100651,
37.0630,2,1,8545798,58,0.0408272,6.25531,-1.20421,0.913322,-0.0265418,
37.3440,2,1,8545798,58,0.0515181,6.18586,0.534265,0.914113,0.0183184,
37.6250,2,1,8545798,58,0.0488537,5.42741,1.22439,0.916719,0.0587189,
37.9060,2,1,8546948,58,0.0553665,4.59755,0.607522,0.913712,0.0278462,
38.2190,2,1,8546948,58,0.0548822,4.31687,-1.08578,0.931078,0.0123798,
38.5000,2,1,8546948,58,0.0540367,4.16819,-3.41237,0.254057,-0.00173631,
38.7810,2,1,8546948,58,0.0602172,3.5406,-3.07715,0.709897,-0.042331,
39.0630,2,1,8548098,58,0.055617,3.43878,-3.02078,0.947504,-0.104578,
39.3590,2,1,8548098,58,0.0518151,4.09897,-3.05218,0.938173,-0.0337755,
39.6410,2,1,8548098,58,0.0575576,4.41814,-2.69631,0.933872,0.0387779,
39.9380,2,1,8548098,58,0.0620989,4.0476,-3.76016,0.936531,0.0445655,
40.2190,2,1,8549248,58,0.0598967,3.28513,-3.13893,0.941674,0.00330409,
40.5160,2,1,8549248,58,0.0621031,2.66197,-3.18647,0.93274,-0.0440038,
40.7970,2,1,8549248,58,0.0579081,2.25484,-3.63411,0.942829,-0.09872,
41.0780,2,1,8549248,58,0.0565252,2.68814,-1.91214,0.958113,-0.12526,
41.3590,2,1,8550399,58,0.0535924,4.55962,0.100093,0.956404,-0.126736,
41.6560,2,1,8550399,58,0.0574222,3.51515,-1.09641,0.262336,-0.0752267,
41.9530,2,1,8550399,58,0.0586959,3.37736,-1.24557,0.794012,0.0109287,
42.2340,2,1,8550399,58,0.0539011,3.73017,-1.89736,0.918688,0.0124648,
42.5160,2,1,8551549,58,0.05649,3.99656,-2.12796,0.939442,-0.023388,
42.8130,2,1,8551549,58,0.0569286,4.1525,-2.40663,0.93409,-0.0469434,
43.0940,2,1,8551549,58,0.0561243,3.85071,-2.76601,0.937076,-0.0707664,
43.3750,2,1,8551549,58,0.0559724,3.77897,-2.6924,0.929409,-0.0410842,
43.6560,2,1,8552699,58,0.0551666,3.87653,-3.12265,0.911395,0.0164098,
43.9690,2,1,8552699,58,0.0557631,3.60205,-3.099,0.907411,0.00410654,
44.2500,2,1,8552699,58,0.0571524,3.4856,-3.01594,0.907705,-0.00149432,
44.5310,2,1,8552699,58,0.0636121,3.57468,-2.75841,0.379295,-0.00463897,
44.8130,2,1,8553850,58,0.0646908,3.7798,-1.63429,0.844029,0.0432894,
45.1090,2,1,8553850,58,0.0628402,7.01787,0.758341,0.920063,0.0284171,
45.3910,2,1,8553850,58,0.104004,11.6919,3.19025,0.900597,0.0472399,
45.6720,2,1,8553850,58,0.20601,16.098,3.7101,0.906178,-0.015498,
45.9690,2,1,8554999,58,0.213562,17.6425,2.82886,0.829418,0.0431883,
46.2660,2,1,8554999,58,0.125179,11.3672,0.776672,0.52605,0.0805904,
46.5470,2,1,8554999,58,0.0361757,-2.22317,3.14714,0.881871,0.0948029,
46.8280,2,1,8554999,58,0.0115566,-7.14578,4.36461,0.904264,0.120125,
47.1090,2,1,8556150,58,0.00524915,-9.30836,4.95167,0.909882,-0.0101793,
47.4060,2,1,8556150,58,0.00277995,-7.45721,3.36425,0,-0.0717836,
47.7030,2,1,8556150,58,0.002075,-3.91275,1.16287,0.557034,-0.147052,
47.9840,2,1,8556150,58,0.00207387,1.97064,-2.09499,0.672663,-0.173711,
48.2660,2,1,8557300,59,0.00324779,7.24978,-4.89218,0.470482,-0.173262,
48.5630,2,1,8557300,59,0.00279064,9.00288,-7.04174,0.361976,-0.15061,
48.8440,2,1,8557300,59,0.0028185,9.73951,-8.28688,0.278143,-0.122832,
49.1250,2,1,8557300,59,0.00382556,9.34316,-8.59769,0.233212,-0.133678,
49.4060,2,1,8558450,59,0.00306645,8.63519,-8.69578,0.253504,-0.144678,
49.7190,2,1,8558450,59,0.00372811,8.08976,-7.98428,0.469523,-0.162863,
50.0000,2,1,8558450,59,0.00419195,8.24064,-8.531,0.472825,-0.157307,
50.2660,2,1,8558450,59,0.010833,8.24955,-8.27535,0.511873,-0.156719,
50.5470,2,1,8559584,59,0.00864702,7.42232,-6.82257,0.48286,-0.188344,
50.8440,2,1,8559584,59,0.0044419,7.22866,-7.20143,0.604094,-0.188127,
51.1410,2,1,8559584,59,0.00279244,6.79285,-7.47352,0.668963,-0.217208,
51.4220,2,1,8559584,59,0.00229444,4.86307,-7.42451,0.186008,-0.163043,
51.7030,2,1,8560734,59,0.00309373,3.90682,-7.56833,0.651319,-0.208762,
52.0000,2,1,8560734,59,0.00404101,4.35178,-7.52569,0.66931,-0.222892,
52.2810,2,1,8560734,59,0.0027909,5.09692,-8.43996,0.696646,-0.225313,
52.5630,2,1,8560734,59,0.00336088,6.10753,-9.37484,0.692534,-0.21563,
52.8440,2,1,8561884,59,0.00338781,6.91709,-9.77622,0.703706,-0.211601,
53.1410,2,1,8561884,59,0.00384698,6.90484,-9.29125,0.71772,-0.205842,
53.4380,2,1,8561884,59,0.00293088,6.69509,-8.88657,0.664506,-0.214682,
53.7190,2,1,8561884,59,0.0032062,6.94734,-9.13424,0.646547,-0.191426,
54.0000,2,1,8563035,59,0.00498459,6.96093,-9.30942,0.592568,-0.194036,
54.2970,2,1,8563035,59,0.00708616,7.02428,-9.09202,0.541067,-0.165727,
54.5780,2,1,8563035,59,0.00998098,7.33298,-9.3819,0.478496,-0.160965,
54.8590,2,1,8563035,59,0.0122239,7.43286,-9.65241,0.329926,-0.144676,
55.1560,2,1,8564186,59,0.0136768,7.64611,-9.67644,0.354215,-0.152228,
55.4530,2,1,8564186,59,0.0157054,7.64404,-9.63446,0.429531,-0.162552,
55.7340,2,1,8564186,59,0.0154261,7.49455,-9.81135,0.432194,-0.162406,
56.0160,2,1,8564186,59,0.0187862,7.48154,-10.1653,0.445017,-0.165117,
56.2970,2,1,8565335,59,0.016391,7.46318,-10.2578,0.415334,-0.174172,
56.5940,2,1,8565335,59,0.0159547,7.53795,-10.487,0.415474,-0.15183,
56.8750,2,1,8565335,59,0.015855,7.87767,-10.5151,0,-0.103065,
57.1720,2,1,8565335,59,0.017945,7.78119,-10.7104,0.0306858,-0.139774,
57.4530,2,1,8566485,59,0.0144032,7.67662,-11.2176,0.497344,-0.159489,
57.7500,2,1,8566485,59,0.012756,7.4416,-11.2907,0.464491,-0.162389,
58.0310,2,1,8566485,59,0.00976215,7.45469,-11.2567,0.497952,-0.169278,
58.3130,2,1,8566485,59,0.00936983,7.6038,-11.4861,0.504942,-0.172126,
58.5940,2,1,8567636,59,0.00821932,7.69064,-11.4478,0.545951,-0.156622,
58.9060,2,1,8567636,59,0.00594487,7.56182,-11.1245,0.450264,-0.167575,
59.1880,2,1,8567636,59,0.00727371,7.68796,-10.3438,0.409353,-0.168895,
59.4690,2,1,8567636,59,0.032598,7.78266,-10.1612,0.389314,-0.176127,
59.7500,2,1,8568787,59,0.0559904,7.50383,-8.64581,0.586604,-0.147175,
60.0470,2,1,8568787,59,0.0385852,7.83627,-7.85937,0.618097,-0.166361,
60.3280,2,1,8568787,59,0.0269957,9.12918,-7.26977,0.654847,-0.153339,
60.6250,2,1,8568787,59,0.0238266,9.17973,-5.81146,0.691323,-0.178019,
60.9060,2,1,8569937,59,0.019574,8.86586,-6.72251,0,-0.128724,
61.2030,2,1,8569937,59,0.0208213,8.61032,-7.74606,0.407635,-0.153931,
61.4840,2,1,8569937,59,0.0214744,8.27647,-7.62446,0.516557,-0.138783,
61.7660,2,1,8569937,59,0.019528,7.7476,-8.86439,0.393317,-0.132192,
62.0470,2,1,8571088,59,0.0259537,7.53131,-9.10934,0.391697,-0.144074,
62.3590,2,1,8571088,59,0.031666,7.15318,-8.88821,0.396819,-0.159583,
62.6410,2,1,8571088,59,0.0179198,6.99032,-7.1381,0.481891,-0.196718,
62.9220,2,1,8571088,59,0.0126872,6.48911,-6.82612,0.55012,-0.183948,
63.2030,2,1,8572223,59,0.00979391,6.48538,-7.23174,0.528988,-0.15249,
63.4840,2,1,8572223,59,0.0099491,6.76246,-7.42134,0.49239,-0.155779,
63.7660,2,1,8572223,59,0.0137005,6.65352,-7.81599,0.461,-0.159436,
64.0470,2,1,8572223,59,0.0138672,7.1238,-8.02564,0.448763,-0.166409,
64.3280,2,1,8573372,59,0.015534,7.40997,-8.17242,0.477253,-0.161468,
64.6410,2,1,8573372,59,0.0165389,7.37429,-7.55409,0.458156,-0.168115,
64.9220,2,1,8573372,59,0.0171625,7.5837,-7.96618,0.420551,-0.141591,
65.2030,2,1,8573372,59,0.0157622,7.73854,-8.76892,0.413344,-0.119066,
65.4840,2,1,8574522,59,0.0254618,7.63106,-8.55639,0.420998,-0.133432,
65.7810,2,1,8574522,59,0.0305536,7.56464,-8.37315,0.465238,-0.141782,
66.0630,2,1,8574522,59,0.0248545,7.4658,-8.33479,0.490777,-0.145921,
66.3590,2,1,8574522,59,0.0175552,7.78252,-8.39974,0,-0.110607,
66.6410,2,1,8575673,59,0.0169889,7.73447,-8.40087,0,-0.132855,
66.9380,2,1,8575673,59,0.0197585,7.76779,-8.48192,0,-0.12977,
67.2190,2,1,8575673,59,0.0278935,7.73902,-8.18695,0.491785,-0.14472,
67.5000,2,1,8575673,59,0.0287328,7.62243,-7.83994,0.515976,-0.147044,
67.7810,2,1,8576823,59,0.028216,7.82268,-7.06702,0.520509,-0.14875,
68.0940,2,1,8576823,59,0.0339563,8.19504,-6.62088,0.526057,-0.146595,
68.3750,2,1,8576823,59,0.0321994,8.43853,-6.76127,0.458097,-0.153655,
68.6560,2,1,8576823,59,0.0273704,8.67664,-6.81544,0.462,-0.144431,
68.9380,2,1,8577973,59,0.0341644,8.55682,-6.90425,0.459268,-0.171742,
69.2340,2,1,8577973,59,0.0456947,8.90258,-6.86516,0.46389,-0.175822,
69.5160,2,1,8577973,59,0.0460823,9.41135,-6.87977,0.438285,-0.170213,
69.7970,2,1,8577973,59,0.0453963,9.7252,-6.79164,0.459135,-0.160802,
70.0940,2,1,8579123,59,0.0619818,9.6215,-7.09863,0.400298,-0.15231,
70.3910,2,1,8579123,59,0.0654832,9.79137,-7.28638,0.419622,-0.153959,
70.6560,2,1,8579123,59,0.0562899,9.68336,-7.02665,0.426662,-0.140987,
70.9380,2,1,8579123,59,0.0506108,9.55806,-6.80898,0.323492,-0.128979,
71.2190,2,1,8580257,59,0.043721,9.32709,-6.81659,0,-0.113922,
71.5160,2,1,8580257,59,0.0546694,9.134,-7.18072,0,-0.128297,
71.7970,2,1,8580257,59,0.0558407,9.21723,-7.27415,0,-0.129788,
72.0940,2,1,8580257,59,0.0564788,9.26583,-7.32863,0,-0.135641,
72.3750,2,1,8581392,59,0.0387803,9.02672,-7.38137,0,-0.14033,
72.6560,2,1,8581392,59,0.0543741,9.10213,-7.73031,0,-0.149907,
72.9380,2,1,8581392,59,0.0353202,9.10505,-7.68967,0,-0.133217,
73.2190,2,1,8581392,59,0.0403297,8.9733,-8.03711,0,-0.144721,
73.5000,2,1,8582541,59,0.0454575,8.97703,-8.09525,0,-0.14615,
73.8130,2,1,8582541,59,0.0426547,8.87404,-8.22885,0,-0.166333,
74.0940,2,1,8582541,59,0.0536072,8.9562,-8.67073,0,-0.168848,
74.3750,2,1,8582541,59,0.0487192,9.08798,-8.64026,0,-0.154367,
74.6560,2,1,8583691,59,0.0523117,9.1361,-8.72115,0,-0.151474,
74.9530,2,1,8583691,59,0.0445069,9.09255,-8.64651,0,-0.142813,
75.2340,2,1,8583691,59,0.0514409,9.12756,-8.4877,0,-0.161077,
75.5160,2,1,8583691,59,0.0510023,9.20474,-8.36005,0,-0.121486,
75.8130,2,1,8584842,59,0.0492546,9.21327,-8.23231,0.240153,-0.142409,
76.1090,2,1,8584842,59,0.042515,9.14068,-8.37817,0.457394,-0.135437,
76.3910,2,1,8584842,59,0.0359525,8.94988,-8.29875,0.461004,-0.151283,
76.6720,2,1,8584842,59,0.0359525,8.82856,-8.58188,0.40462,-0.157641,
76.9530,2,1,8585992,59,0.0526302,8.91288,-8.83143,0.382092,-0.156321,
77.2500,2,1,8585992,59,0.0475157,9.09624,-8.94518,0.41162,-0.151712,
77.5470,2,1,8585992,59,0.0440073,9.13792,-9.09855,0.40708,-0.142474,
77.8280,2,1,8585992,59,0.0505488,9.21579,-9.08509,0.366182,-0.13845,
78.1090,2,1,8587142,59,0.0518766,9.06105,-9.12328,0.366936,-0.120748,
78.4060,2,1,8587142,59,0.0483899,9.09968,-9.20139,0.438314,-0.135605,
78.6880,2,1,8587142,59,0.0421049,9.11865,-9.34862,0.399519,-0.151387,
78.9690,2,1,8587142,59,0.0485885,8.83834,-9.39031,0.375739,-0.159702,
79.2500,2,1,8588292,59,0.0474505,8.67805,-9.27141,0.41337,-0.149912,
79.5630,2,1,8588292,59,0.0614239,8.62398,-8.89484,0.407317,-0.147664,
79.8440,2,1,8588292,59,0.0608655,8.44304,-9.06911,0.384232,-0.156564,
80.1250,2,1,8588292,59,0.050095,8.46315,-9.27477,0.416398,-0.153516,
80.4060,2,1,8589443,59,0.0469096,8.62842,-9.57067,0.467059,-0.123781,
80.7030,2,1,8589443,59,0.0593614,8.61018,-9.46992,0.287601,-0.100139,
80.9840,2,1,8589443,59,0.0515522,8.50698,-8.81438,0.538462,-0.127006,
81.2810,2,1,8589443,59,0.0514163,8.58884,-9.03481,0.506991,-0.137493,
81.5630,2,1,8590594,59,0.0582228,8.7773,-9.45377,0.446211,-0.159674,
81.8590,2,1,8590594,59,0.0637799,8.79173,-9.60526,0.419558,-0.137724,
82.1410,2,1,8590594,59,0.071491,8.83848,-9.388,0.472543,-0.156951,
82.4220,2,1,8590594,59,0.0716465,8.76888,-9.42973,0.519396,-0.148203,
82.7030,2,1,8591743,59,0.0981324,8.80701,-9.23102,0.506767,-0.115463,
83.0000,2,1,8591743,59,0.0991693,8.82349,-9.56762,0.483077,-0.121001,
83.2970,2,1,8591743,59,0.094975,8.53398,-9.28307,0.48026,-0.12063,
83.5780,2,1,8591743,59,0.0907009,8.55025,-9.20919,0,-0.101857,
83.8590,2,1,8592894,59,0.121665,8.35633,-8.78088,0,-0.1288,
84.1560,2,1,8592894,59,0.11483,8.04582,-8.38321,0,-0.149412,
84.4380,2,1,8592894,59,0.119083,8.11444,-8.05468,0,-0.152147,
84.7190,2,1,8592894,59,0.132556,8.06544,-8.07195,0,-0.136363,
85.0160,2,1,8594044,59,0.122749,8.06789,-7.998,0,-0.134524,
85.3130,2,1,8594044,59,0.127276,8.03875,-7.88183,0,-0.135497,
85.5780,2,1,8594044,59,0.130324,7.80708,-7.71149,0,-0.162807,
85.8590,2,1,8594044,59,0.1513,7.6196,-7.88493,0,-0.155264,
86.1410,2,1,8595177,59,0.185876,7.72906,-7.651,0,-0.154328,
86.4380,2,1,8595177,59,0.163974,7.90063,-7.4653,0,-0.13542,
86.7190,2,1,8595177,59,0.199595,8.04883,-7.34053,0.501971,-0.173876,
87.0160,2,1,8595177,59,0.23941,7.94202,-7.85231,0,-0.129861,
87.2970,2,1,8596327,59,0.246317,8.09615,-7.98134,0,-0.107047,
87.5940,2,1,8596327,59,0.152588,7.91092,-7.47878,0,-0.141601,
87.8750,2,1,8596327,59,0.0445142,7.48795,-7.88037,0.0556731,-0.17429,
88.1560,2,1,8596327,59,0.0286351,7.341,-8.73066,0.655177,-0.131046,
88.4380,2,1,8597477,59,0.0265502,8.84928,-8.08904,0,-0.0981014,
88.7340,2,1,8597477,59,0.0202714,9.82208,-8.8101,0.0427964,-0.0891127,
89.0310,2,1,8597477,59,0.0140412,10.8437,-9.31021,0.609689,-0.0605897,
89.3130,2,1,8597477,59,0.0119919,10.6211,-9.39861,0.62479,-0.0880957,
89.5940,2,1,8598628,58,0.0114613,8.30992,-9.43218,0.622603,-0.139399,
89.8910,2,1,8598628,58,0.00950859,5.84112,-7.92959,0.715423,-0.149863,
90.1720,2,1,8598628,58,0.00841682,4.23189,-5.96175,0.689928,-0.182582,
90.4840,2,1,8598628,58,0.00688294,4.79911,-5.70621,0.633488,-0.18325,
90.7660,2,1,8599795,58,0.0193865,7.16533,-4.30761,0.518496,-0.197037,
91.0630,2,1,8599795,58,0.0316833,8.7315,-4.58459,0.523704,-0.200168,
91.3440,2,1,8599795,58,0.0672317,9.50059,-4.48765,0.434662,-0.185943,
